route,sourcePath,sourceType,pageType,status,titleLength,metaDescriptionLength,h1Count,h1MatchesTitle,totalHeadingCount,skippedHeadingLevels,unrelatedH2Count,wordCount,firstParagraphWordCount,hasTikTokInFirstParagraph,primaryKeyword,primaryKeywordInFirst150Words,internalLinks,externalLinks,hasFAQ,hasSchema,schemaTypes,hasBreadcrumbs,hasCalculatorCTA,criticalIssueCount,warningIssueCount,criticalIssues,warningIssues
/calculators/commerce-ads/shop-profit/tiktok-shop-affiliate-earnings/,content/calculators/commerce-ads/shop-profit/tiktok-shop-affiliate-earnings.mdx,mdx,calculator,warning,59,148,1,true,7,false,0,1670,21,true,tiktok shop affiliate earnings,false,13,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Primary keyword missing in first 150 words
/calculators/commerce-ads/shop-profit/tiktok-shop-commission-rates/,content/calculators/commerce-ads/shop-profit/tiktok-shop-commission-rates.mdx,mdx,calculator,warning,45,154,1,true,7,false,2,1415,23,true,tiktok shop commission rates,true,12,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/commerce-ads/shop-profit/tiktok-shop-seller-fees/,content/calculators/commerce-ads/shop-profit/tiktok-shop-seller-fees.mdx,mdx,calculator,warning,43,146,1,true,10,false,1,1760,17,true,tiktok shop seller fees,true,21,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/commerce-ads/shop-profit/viral-tiktok-shop-products/,content/calculators/commerce-ads/shop-profit/viral-tiktok-shop-products.mdx,mdx,calculator,warning,57,148,1,true,10,false,1,1827,20,true,how to go viral tiktok shop,true,22,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/completion-rate/,src/app/calculators/completion-rate/page.tsx,app-page,calculator,good,51,151,1,true,51,false,0,1984,57,true,completion rate calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/content-calendar-roi/,src/app/calculators/content-calendar-roi/page.tsx,app-page,calculator,warning,56,145,1,true,34,false,1,2088,63,true,content calendar roi,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Potentially unrelated H2 headings (1)
/calculators/content-value/,src/app/calculators/content-value/page.tsx,app-page,calculator,good,55,154,1,true,34,false,0,2098,58,true,content value calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/conversion-rate/,src/app/calculators/conversion-rate/[articleSlug]/page.tsx,app-page,calculator,warning,51,151,1,true,39,false,1,1711,63,true,conversion rate calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Potentially unrelated H2 headings (1)
/calculators/conversion-rate/tiktok-conversion-rate-optimization/,content/calculators/conversion-rate/tiktok-conversion-rate-optimization.mdx,mdx,calculator,warning,60,149,1,true,10,false,1,1757,18,true,tiktok conversion rate,true,21,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/cost-per-result/,src/app/calculators/cost-per-result/page.tsx,app-page,calculator,warning,51,151,1,true,48,false,2,1959,62,true,cost per result calculator,true,9,1,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Potentially unrelated H2 headings (2)
/calculators/cpm-cpv/,src/app/calculators/cpm-cpv/page.tsx,app-page,calculator,warning,54,155,1,true,41,false,0,1919,56,true,tiktok cpm calculator,false,11,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,true,true,0,2,,Meta description does not include primary keyword | Primary keyword missing in first 150 words
/calculators/customer-acquisition-cost/,src/app/calculators/customer-acquisition-cost/page.tsx,app-page,calculator,good,56,150,1,true,36,false,0,1504,65,true,customer acquisition cost,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/diamond-converter/,src/app/calculators/diamond-converter/page.tsx,app-page,calculator,warning,53,153,1,true,44,true,0,1633,84,true,tiktok diamond converter,true,12,1,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Heading hierarchy levels are skipped
/calculators/earnings-revenue/creator-fund/,src/app/calculators/earnings-revenue/creator-fund/page.tsx,app-page,calculator,good,54,153,1,true,37,false,0,1589,63,true,tiktok creator fund calculator,true,17,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,true,true,0,0,,
/calculators/earnings-revenue/,src/app/calculators/earnings-revenue/page.tsx,app-page,calculator,warning,52,152,1,false,44,false,0,2153,56,true,creator calculator,false,9,0,true,true,Answer|BreadcrumbList|CollectionPage|FAQPage|ItemList|ListItem|Offer|Question|SoftwareApplication,true,true,0,3,,Title does not front-load primary keyword | Meta description does not include primary keyword | Primary keyword missing in first 150 words
/calculators/earnings-revenue/live-earnings/best-times-go-live-tiktok/,content/calculators/earnings-revenue/live-earnings/best-times-go-live-tiktok.mdx,mdx,calculator,warning,57,148,1,true,15,false,1,1553,27,true,best time to go live on tiktok,true,20,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/earnings-revenue/live-earnings/get-more-viewers-tiktok-live/,content/calculators/earnings-revenue/live-earnings/get-more-viewers-tiktok-live.mdx,mdx,calculator,warning,53,153,1,true,10,false,1,1207,21,true,how to get more viewers tiktok live,true,20,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/earnings-revenue/live-earnings/,src/app/calculators/earnings-revenue/live-earnings/[articleSlug]/page.tsx,app-page,calculator,warning,55,154,1,true,56,false,3,1957,83,true,tiktok live calculator,false,14,0,true,true,Answer|FAQPage|Question,true,true,0,3,,Meta description does not include primary keyword | Potentially unrelated H2 headings (3) | Primary keyword missing in first 150 words
/calculators/earnings-revenue/live-earnings/tiktok-live-battles/,content/calculators/earnings-revenue/live-earnings/tiktok-live-battles.mdx,mdx,calculator,warning,57,143,1,true,10,false,2,1287,19,true,tiktok live battles,true,19,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/earnings-revenue/live-earnings/tiktok-live-earnings-per-hour/,content/calculators/earnings-revenue/live-earnings/tiktok-live-earnings-per-hour.mdx,mdx,calculator,warning,47,151,1,true,20,false,0,1761,25,true,how much do tiktok live streamers make,true,26,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Calculator page missing FAQ section
/calculators/earnings-revenue/live-earnings/tiktok-live-requirements/,content/calculators/earnings-revenue/live-earnings/tiktok-live-requirements.mdx,mdx,calculator,warning,55,146,1,true,10,false,1,2043,18,true,tiktok live requirements,true,22,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/earnings-revenue/money/,src/app/calculators/earnings-revenue/money/page.tsx,app-page,calculator,warning,52,153,1,true,69,false,1,3300,41,true,tiktok money calculator,true,16,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,true,true,0,1,,Potentially unrelated H2 headings (1)
/calculators/engagement-influence/engagement/,src/app/calculators/engagement-influence/engagement/page.tsx,app-page,calculator,warning,52,151,1,true,35,false,0,1466,50,true,engagement rate calculator,true,14,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,true,true,0,1,,Meta description does not include primary keyword
/calculators/engagement-influence/,src/app/calculators/engagement-influence/page.tsx,app-page,calculator,warning,56,145,1,false,50,false,0,2643,55,true,creator calculator,false,12,0,true,true,Answer|BreadcrumbList|CollectionPage|FAQPage|ItemList|ListItem|Offer|Question|SoftwareApplication,true,true,0,3,,Title does not front-load primary keyword | Meta description does not include primary keyword | Primary keyword missing in first 150 words
/calculators/engagement-influence/influencer-pricing/,src/app/calculators/engagement-influence/influencer-pricing/page.tsx,app-page,calculator,warning,54,154,1,false,52,false,2,2635,69,true,brand deal calculator,false,8,0,true,true,Answer|FAQPage|Question,true,true,0,4,,Title does not front-load primary keyword | Meta description does not include primary keyword | Potentially unrelated H2 headings (2) | Primary keyword missing in first 150 words
/calculators/engagement-influence/video-engagement/,src/app/calculators/engagement-influence/video-engagement/page.tsx,app-page,calculator,warning,52,152,1,true,39,false,0,1950,71,true,video performance calculator,true,10,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,true,true,0,1,,Meta description does not include primary keyword
/calculators/engagement-rate/algorithm-engagement-rate/,content/calculators/engagement-rate/algorithm-engagement-rate.mdx,mdx,calculator,warning,55,153,1,true,10,false,1,2006,16,true,tiktok algorithm engagement rate,true,21,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/engagement-rate/engagement-rate-brand-deals/,content/calculators/engagement-rate/engagement-rate-brand-deals.mdx,mdx,calculator,warning,48,141,1,true,10,false,1,1728,20,true,tiktok engagement rate brand deals,true,23,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/engagement-rate/engagement-rate-by-followers/,content/calculators/engagement-rate/engagement-rate-by-followers.mdx,mdx,calculator,warning,53,153,1,true,7,false,1,1440,20,true,tiktok engagement rate by followers,false,13,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,3,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1) | Primary keyword missing in first 150 words
/calculators/engagement-rate/engagement-rate-by-niche/,content/calculators/engagement-rate/engagement-rate-by-niche.mdx,mdx,calculator,warning,53,130,1,true,9,false,2,2020,19,true,tiktok engagement rate by niche,true,22,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/engagement-rate/engagement-rate-dropping/,content/calculators/engagement-rate/engagement-rate-dropping.mdx,mdx,calculator,warning,49,154,1,true,10,false,1,1895,17,true,tiktok engagement rate dropping,true,24,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/engagement-rate/engagement-rate-vs-views/,content/calculators/engagement-rate/engagement-rate-vs-views.mdx,mdx,calculator,warning,55,132,1,true,8,false,3,1771,21,true,engagement rate vs views tiktok,true,21,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (3)
/calculators/engagement-rate/good-tiktok-engagement-rate/,content/calculators/engagement-rate/good-tiktok-engagement-rate.mdx,mdx,calculator,warning,45,148,1,true,15,false,0,2444,26,true,good tiktok engagement rate,true,21,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Title does not front-load primary keyword | Calculator page missing FAQ section
/calculators/engagement-rate/increase-engagement-rate/,content/calculators/engagement-rate/increase-engagement-rate.mdx,mdx,calculator,warning,43,147,1,true,8,false,5,1888,21,true,how to increase tiktok engagement rate,true,15,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (5)
/calculators/engagement-rate/,src/app/calculators/engagement-rate/[articleSlug]/page.tsx,app-page,calculator,warning,51,151,1,true,62,true,0,2238,79,true,tiktok engagement rate calculator,true,24,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Heading hierarchy levels are skipped
/calculators/follower-conversion/,src/app/calculators/follower-conversion/page.tsx,app-page,calculator,warning,55,144,1,true,60,false,2,2342,66,true,follower conversion rate,false,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,3,,Meta description does not include primary keyword | Potentially unrelated H2 headings (2) | Primary keyword missing in first 150 words
/calculators/follower-growth/follower-growth-rate-normal/,content/calculators/follower-growth/follower-growth-rate-normal.mdx,mdx,calculator,warning,44,151,1,true,10,false,1,1834,18,true,tiktok follower growth rate,true,18,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/follower-growth/follower-milestones-unlocks/,content/calculators/follower-growth/follower-milestones-unlocks.mdx,mdx,calculator,warning,55,148,1,true,10,false,0,1452,18,true,tiktok follower milestones,true,32,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Calculator page missing FAQ section
/calculators/follower-growth/,src/app/calculators/follower-growth/[articleSlug]/page.tsx,app-page,calculator,good,51,151,1,true,42,false,0,2286,54,true,follower growth calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/fun-niche/,src/app/calculators/fun-niche/page.tsx,app-page,calculator,warning,51,150,1,false,40,false,3,1951,67,true,creator calculator,false,7,0,true,true,Answer|BreadcrumbList|CollectionPage|FAQPage|ItemList|ListItem|Offer|Question|SoftwareApplication,true,true,0,4,,Title does not front-load primary keyword | Meta description does not include primary keyword | Potentially unrelated H2 headings (3) | Primary keyword missing in first 150 words
/calculators/fun-niche/moon-phase/,src/app/calculators/fun-niche/moon-phase/page.tsx,app-page,calculator,warning,52,151,1,true,47,false,2,1827,88,true,moon phase posting,true,10,0,true,true,Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,true,true,0,2,,Meta description does not include primary keyword | Potentially unrelated H2 headings (2)
/calculators/hashtag-performance/hashtag-performance-metrics/,content/calculators/hashtag-performance/hashtag-performance-metrics.mdx,mdx,calculator,warning,44,150,1,true,11,false,1,1621,14,true,tiktok hashtag performance,true,23,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/hashtag-performance/,src/app/calculators/hashtag-performance/[articleSlug]/page.tsx,app-page,calculator,warning,55,144,1,true,56,false,3,2213,78,true,hashtag performance calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Potentially unrelated H2 headings (3)
/calculators/,src/app/calculators/page.tsx,app-page,hub-listing,warning,53,152,1,true,12,true,1,463,22,true,creator calculator,false,14,0,true,false,,false,true,0,8,,Title does not front-load primary keyword | Meta description does not include primary keyword | Heading hierarchy levels are skipped | Word count below 500 | No schema markup detected | No breadcrumbs detected | Potentially unrelated H2 headings (1) | Primary keyword missing in first 150 words
/calculators/lifetime-value/,src/app/calculators/lifetime-value/page.tsx,app-page,calculator,good,50,150,1,false,36,false,0,1513,69,true,lifetime value calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/live-gifts/,src/app/calculators/live-gifts/page.tsx,app-page,calculator,warning,52,151,1,true,47,true,0,1659,91,true,tiktok live gifts calculator,true,11,1,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Heading hierarchy levels are skipped
/calculators/milestone-tracker/,src/app/calculators/milestone-tracker/page.tsx,app-page,calculator,warning,53,153,1,true,44,false,1,2766,57,true,milestone tracker,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Potentially unrelated H2 headings (1)
/calculators/multi-platform-earnings/,src/app/calculators/multi-platform-earnings/page.tsx,app-page,calculator,good,59,148,1,true,36,false,0,1857,51,true,multi platform earnings,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/niche-profitability/,src/app/calculators/niche-profitability/[articleSlug]/page.tsx,app-page,calculator,good,55,144,1,true,35,false,0,1994,58,true,niche profitability,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/niche-profitability/niche-profitability-evaluation/,content/calculators/niche-profitability/niche-profitability-evaluation.mdx,mdx,calculator,warning,55,133,1,true,13,false,1,1892,19,true,tiktok niche profitability,true,24,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/niche-profitability/pivot-tiktok-niche/,content/calculators/niche-profitability/pivot-tiktok-niche.mdx,mdx,calculator,warning,55,154,1,true,11,false,0,1563,18,true,change tiktok niche,true,32,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Title does not front-load primary keyword | Calculator page missing FAQ section
/calculators/posting-time/,src/app/calculators/posting-time/page.tsx,app-page,calculator,warning,54,153,1,false,34,false,1,1775,67,true,best posting time tiktok,false,10,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Question|SoftwareApplication,true,true,0,4,,Title does not front-load primary keyword | Meta description does not include primary keyword | Potentially unrelated H2 headings (1) | Primary keyword missing in first 150 words
/calculators/production-cost/,src/app/calculators/production-cost/[articleSlug]/page.tsx,app-page,calculator,good,51,151,1,true,34,false,0,2177,56,true,production cost calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/production-cost/tiktok-creator-equipment-guide/,content/calculators/production-cost/tiktok-creator-equipment-guide.mdx,mdx,calculator,warning,55,151,1,true,13,false,1,2203,17,true,tiktok equipment,true,28,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/profile-visit-rate/,src/app/calculators/profile-visit-rate/page.tsx,app-page,calculator,good,54,154,1,true,50,false,0,1813,61,true,profile visit rate,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/rpm/increase-tiktok-rpm/,content/calculators/rpm/increase-tiktok-rpm.mdx,mdx,calculator,warning,60,150,1,true,10,false,1,1761,17,true,how to increase tiktok rpm,true,20,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/rpm/,src/app/calculators/rpm/[articleSlug]/page.tsx,app-page,calculator,good,50,151,1,true,50,false,0,1815,38,true,tiktok rpm calculator,true,18,0,true,true,Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,0,,
/calculators/rpm/seasonal-tiktok-rpm/,content/calculators/rpm/seasonal-tiktok-rpm.mdx,mdx,calculator,warning,54,154,1,true,9,false,2,1761,14,true,tiktok rpm seasonal,true,20,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/rpm/tiktok-cpm-vs-rpm/,content/calculators/rpm/tiktok-cpm-vs-rpm.mdx,mdx,calculator,warning,40,150,1,true,9,false,1,1429,17,true,tiktok cpm vs rpm,true,18,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/rpm/tiktok-rpm-by-country/,content/calculators/rpm/tiktok-rpm-by-country.mdx,mdx,calculator,warning,32,145,1,true,8,false,2,2211,25,true,tiktok rpm rates by country,true,13,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (2)
/calculators/rpm/what-is-tiktok-rpm/,content/calculators/rpm/what-is-tiktok-rpm.mdx,mdx,calculator,warning,43,153,1,true,8,false,0,1563,26,true,what is tiktok rpm,true,13,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Calculator page missing FAQ section
/calculators/save-rate/,src/app/calculators/save-rate/page.tsx,app-page,calculator,warning,51,150,1,true,38,false,1,1481,65,true,save rate calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Potentially unrelated H2 headings (1)
/calculators/share-ratio/,src/app/calculators/share-ratio/page.tsx,app-page,calculator,warning,53,152,1,true,41,false,0,1849,56,true,share rate calculator,false,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,2,,Meta description does not include primary keyword | Primary keyword missing in first 150 words
/calculators/sponsorship-roi/,src/app/calculators/sponsorship-roi/page.tsx,app-page,calculator,warning,51,151,1,true,54,false,2,2757,62,true,sponsorship roi calculator,true,8,0,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Potentially unrelated H2 headings (2)
/calculators/tiktok-ad-cost/,src/app/calculators/tiktok-ad-cost/page.tsx,app-page,calculator,warning,50,150,1,true,48,true,2,1569,75,true,tiktok ad cost calculator,true,12,1,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,2,,Heading hierarchy levels are skipped | Potentially unrelated H2 headings (2)
/calculators/tiktok-creator-fund/creator-fund-eligibility-2026/,content/calculators/tiktok-creator-fund/creator-fund-eligibility-2026.mdx,mdx,calculator,warning,52,146,1,true,10,false,1,1891,16,true,tiktok creator fund requirements 2026,true,21,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/tiktok-creator-fund/creator-fund-pay-per-view/,content/calculators/tiktok-creator-fund/creator-fund-pay-per-view.mdx,mdx,calculator,warning,54,150,1,true,11,false,0,1351,26,true,tiktok creator fund pay per view,true,16,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Title does not front-load primary keyword | Calculator page missing FAQ section
/calculators/tiktok-creator-fund/creator-fund-payment-schedule/,content/calculators/tiktok-creator-fund/creator-fund-payment-schedule.mdx,mdx,calculator,warning,57,132,1,true,9,false,0,861,18,true,tiktok creator fund payment schedule,true,17,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,1,,Calculator page missing FAQ section
/calculators/tiktok-creator-fund/creator-rewards-vs-creator-fund/,content/calculators/tiktok-creator-fund/creator-rewards-vs-creator-fund.mdx,mdx,calculator,warning,57,152,1,true,8,false,5,1663,24,true,tiktok creator rewards vs creator fund,false,13,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,3,,Calculator page missing FAQ section | Potentially unrelated H2 headings (5) | Primary keyword missing in first 150 words
/calculators/tiktok-creator-fund/,src/app/calculators/tiktok-creator-fund/[articleSlug]/page.tsx,app-page,calculator,warning,55,144,1,true,55,true,0,2161,81,true,tiktok creator fund calculator,true,21,2,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Heading hierarchy levels are skipped
/calculators/tiktok-creator-fund/maximize-creator-fund-rpm/,content/calculators/tiktok-creator-fund/maximize-creator-fund-rpm.mdx,mdx,calculator,warning,55,143,1,true,10,false,1,1085,19,true,maximize tiktok creator fund rpm,true,19,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/tiktok-money/how-tiktok-money-calculator-works/,content/calculators/tiktok-money/how-tiktok-money-calculator-works.mdx,mdx,calculator,warning,56,146,1,true,10,false,1,2218,18,true,tiktok money calculator,true,32,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/tiktok-money/,src/app/calculators/tiktok-money/[articleSlug]/page.tsx,app-page,calculator,warning,54,153,1,true,91,true,0,3308,91,true,tiktok money calculator,true,53,1,true,true,AggregateRating|Answer|BreadcrumbList|FAQPage|ListItem|Offer|Organization|Person|Question|SoftwareApplication,true,true,0,1,,Heading hierarchy levels are skipped
/calculators/tiktok-money/tiktok-earnings-by-country/,content/calculators/tiktok-money/tiktok-earnings-by-country.mdx,mdx,calculator,warning,52,150,1,true,8,false,3,1754,25,true,tiktok earnings by country,true,15,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (3)
/calculators/tiktok-money/tiktok-money-100k-followers/,content/calculators/tiktok-money/tiktok-money-100k-followers.mdx,mdx,calculator,warning,57,139,1,true,10,false,1,2264,23,true,how much money 100k followers tiktok,true,29,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/tiktok-money/tiktok-money-10k-followers/,content/calculators/tiktok-money/tiktok-money-10k-followers.mdx,mdx,calculator,warning,56,137,1,true,10,false,1,2386,23,true,how much money 10k followers tiktok,true,32,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/tiktok-money/tiktok-money-1m-followers/,content/calculators/tiktok-money/tiktok-money-1m-followers.mdx,mdx,calculator,warning,55,142,1,true,10,false,1,2321,24,true,how much money 1 million followers tiktok,true,29,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
/calculators/tiktok-money/tiktok-pay-per-1000-views/,content/calculators/tiktok-money/tiktok-pay-per-1000-views.mdx,mdx,calculator,warning,55,148,1,true,13,false,0,766,25,true,how much does tiktok pay per 1000 views,false,22,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Primary keyword missing in first 150 words
/calculators/tiktok-money/tiktok-pay-per-million-views/,content/calculators/tiktok-money/tiktok-pay-per-million-views.mdx,mdx,calculator,warning,44,153,1,true,16,false,1,2541,24,true,how much does tiktok pay per 1 million views,true,22,0,false,true,Article|BreadcrumbList|ImageObject|ListItem|Organization,true,true,0,2,,Calculator page missing FAQ section | Potentially unrelated H2 headings (1)
